duration_ms,danceability,speechiness,popularity
267840,0.673,0.0543,56
154880,0.412,0.0434,49
268240,0.696,0.0447,57
189280,0.707,0.0279,58
256920,0.6,0.0466,54
242467,0.476,0.0368,52
242133,0.924,0.0561,53
178948,0.473,0.437,52
283573,0.717,0.0414,54
221569,0.46,0.471,58
95144,0.705,0.199,55
321360,0.552,0.167,55
255852,0.658,0.0366,52
201179,0.488,0.208,54
216280,0.728,0.169,53
152544,0.88,0.267,50
252100,0.606,0.0566,55
237973,0.39,0.111,55
176653,0.788,0.272,54
229013,0.363,0.134,51
147716,0.565,0.127,58
230200,0.581,0.036,56
246285,0.726,0.113,56
173933,0.336,0.375,59
216000,0.587,0.0424,53
288576,0.591,0.19,50
232480,0.394,0.0604,57
183693,0.723,0.0495,51
144588,0.543,0.223,51
151277,0.607,0.0503,50
236747,0.707,0.0761,50
319693,0.697,0.0437,55
253573,0.605,0.0967,60
199440,0.722,0.107,40
267440,0.852,0.0377,59
193985,0.464,0.048,54
188864,0.683,0.269,51
168363,0.33,0.105,52
199933,0.637,0.0957,55
227653,0.705,0.0981,51
232187,0.691,0.0776,56
199549,0.392,0.0996,52
211304,0.621,0.0299,51
128842,0.79,0.175,53
216297,0.525,0.048,51
220369,0.71,0.0354,54
216147,0.82,0.0667,51
240000,0.445,0.143,52
233057,0.379,0.129,51
278124,0.337,0.122,54
178224,0.57,0.191,49
285300,0.782,0.0608,53
352560,0.541,0.0333,49
147750,0.687,0.271,49
147967,0.76,0.499,52
260093,0.565,0.0531,55
266820,0.625,0.0338,58
173500,0.714,0.0499,56
218973,0.797,0.0411,39
258747,0.785,0.0392,58
180907,0.664,0.0283,39
219520,0.376,0.0745,51
214920,0.707,0.302,53
263227,0.761,0.0538,58
234840,0.738,0.0416,57
111509,0.521,0.0694,50
152654,0.712,0.181,58
158173,0.666,0.0496,51
161114,0.4,0.237,50
311311,0.519,0.321,52
274107,0.408,0.0476,57
178907,0.788,0.0516,55
271760,0.647,0.166,54
230960,0.701,0.0925,59
211053,0.686,0.0527,55
235401,0.717,0.0657,55
248769,0.548,0.0318,51
204957,0.818,0.271,67
332319,0.515,0.189,54
266920,0.459,0.064,56
172095,0.625,0.0537,53
185213,0.519,0.0607,49
179053,0.648,0.193,58
233018,0.669,0.0498,56
204225,0.326,0.0276,51
211747,0.771,0.219,53
299507,0.907,0.0956,56
192853,0.666,0.0375,65
177246,0.792,0.335,55
198840,0.619,0.0602,65
184800,0.934,0.0708,51
224764,0.704,0.319,56
74334,0.614,0.0346,50
127864,0.686,0.0649,52
196053,0.649,0.0428,47
74867,0.733,0.218,52
179200,0.747,0.0361,38
336065,0.393,0.136,49
168947,0.612,0.0666,51
228187,0.369,0.232,57
384667,0.407,0.166,53
202214,0.725,0.209,56
307544,0.732,0.0436,52
237056,0.574,0.0428,51
178334,0.808,0.0328,52
282087,0.663,0.0459,50
216631,0.545,0.0285,55
290907,0.533,0.117,58
229959,0.704,0.131,56
243692,0.415,0.0623,49
270267,0.721,0.0449,52
195000,0.641,0.064,48
233093,0.631,0.183,50
238267,0.772,0.183,58
395951,0.416,0.384,56
228100,0.401,0.077,53
244400,0.75,0.285,53
211512,0.509,0.176,60
254119,0.706,0.0653,54
154180,0.927,0.0423,51
263013,0.673,0.0683,58
189510,0.464,0.394,56
270720,0.554,0.305,58
297027,0.368,0.065,55
193307,0.578,0.0389,46
209531,0.732,0.0571,49
123080,0.543,0.0477,56
206468,0.641,0.0949,57
213653,0.808,0.0857,57
216560,0.61,0.0492,55
240387,0.653,0.0993,37
224173,0.648,0.0447,50
215982,0.661,0.0308,57
296267,0.609,0.322,57
204360,0.713,0.0654,37
148707,0.757,0.0648,57
216498,0.525,0.0876,56
255400,0.668,0.0268,50
285747,0.674,0.045,53
230973,0.814,0.0846,52
239507,0.594,0.0254,36
230600,0.792,0.0963,58
243744,0.478,0.0354,53
197490,0.626,0.106,53
248107,0.634,0.128,51
324280,0.652,0.0416,56
245240,0.717,0.0525,36
261920,0.655,0.0702,53
176457,0.654,0.138,50
320360,0.706,0.0431,54
201362,0.766,0.121,54
245577,0.797,0.056,50
348893,0.724,0.0841,52
289533,0.696,0.05,53
350912,0.387,0.247,53
280371,0.432,0.0484,54
294813,0.355,0.0461,49
281493,0.724,0.0588,53
195760,0.75,0.0524,36
312040,0.667,0.0385,54
171453,0.785,0.0829,50
211093,0.556,0.169,36
279643,0.415,0.0319,56
144360,0.811,0.116,53
235587,0.415,0.0357,51
140923,0.896,0.0555,54
203027,0.362,0.284,50
188844,0.448,0.359,54
219440,0.319,0.0726,50
225053,0.529,0.0822,65
290333,0.499,0.0333,53
216947,0.741,0.0476,54
193053,0.797,0.168,35
218506,0.549,0.237,48
116612,0.866,0.207,54
203136,0.642,0.0407,49
245013,0.854,0.121,59
239467,0.371,0.292,57
173841,0.711,0.0965,51
254427,0.38,0.0663,49
161618,0.662,0.122,58
160179,0.828,0.1,53
240133,0.425,0.0336,50
200000,0.835,0.121,57
169652,0.697,0.0865,49
350587,0.343,0.058,50
228867,0.655,0.0579,55
253108,0.752,0.0312,54
232640,0.766,0.0313,55
193846,0.658,0.258,49
451616,0.516,0.709,55
231732,0.648,0.0516,54
170133,0.659,0.0546,51
194867,0.7,0.0525,57
163169,0.832,0.392,51
163072,0.907,0.0897,54
284719,0.58,0.216,54
276596,0.764,0.183,61
240588,0.56,0.0835,48
342244,0.424,0.159,56
219920,0.544,0.0476,50
198693,0.619,0.0362,53
179373,0.753,0.265,52
223881,0.8,0.0717,56
265107,0.671,0.0462,51
307347,0.624,0.0347,53
240560,0.245,0.0371,55
159843,0.73,0.346,51
201720,0.652,0.0675,63
363376,0.76,0.525,54
221880,0.527,0.0509,52
173160,0.586,0.0331,50
172893,0.667,0.0626,63
253453,0.477,0.109,58
186720,0.673,0.0423,49
264747,0.334,0.0296,52
251773,0.784,0.026,47
260258,0.4,0.0521,56
175280,0.684,0.055,66
328050,0.508,0.0446,63
175440,0.857,0.0472,55
191676,0.806,0.0534,58
135573,0.491,0.0427,52
206733,0.879,0.0629,59
160907,0.917,0.315,54
181640,0.612,0.121,55
430000,0.468,0.0363,55
308893,0.621,0.0542,52
187108,0.839,0.0711,51
240000,0.652,0.0402,53
225078,0.629,0.299,55
247500,0.66,0.104,58
179999,0.53,0.0499,54
245000,0.478,0.3,50
193004,0.555,0.402,55
199187,0.449,0.0559,51
104000,0.645,0.442,52
253000,0.781,0.143,47
242347,0.597,0.117,58
257632,0.738,0.155,57
197637,0.762,0.114,52
249000,0.749,0.114,56
269533,0.593,0.0827,55
154693,0.729,0.0732,50
229600,0.705,0.0451,53
187440,0.74,0.0681,58
310800,0.668,0.0669,55
312383,0.553,0.0446,60
345160,0.464,0.0549,54
150440,0.725,0.0443,57
170998,0.705,0.177,52
156547,0.721,0.38,54
253520,0.489,0.0292,63
408307,0.781,0.0565,51
223907,0.584,0.0416,51
46267,0.631,0.102,53
200307,0.731,0.0464,51
202090,0.663,0.0471,53
231560,0.77,0.0967,53
218507,0.412,0.13,55
219643,0.666,0.031,53
300707,0.625,0.0315,53
196053,0.712,0.0445,59
218880,0.774,0.173,62
312027,0.661,0.052,52
241227,0.54,0.0324,54
205280,0.646,0.0439,55
208717,0.605,0.186,53
270002,0.667,0.0306,56
233147,0.608,0.131,54
204219,0.515,0.345,56
283827,0.814,0.136,56
226164,0.807,0.207,57
191893,0.632,0.0954,65
216000,0.812,0.0452,51
132545,0.757,0.0623,52
356653,0.775,0.0632,56
186923,0.828,0.113,51
179446,0.448,0.0972,49
212440,0.712,0.044,51
231573,0.852,0.0376,57
277413,0.806,0.0786,53
200050,0.504,0.0546,53
190957,0.747,0.047,57
167872,0.661,0.0574,52
204327,0.745,0.242,58
170413,0.853,0.352,48
228280,0.414,0.0311,54
340962,0.7,0.0562,52
209051,0.647,0.0828,58
175248,0.588,0.438,50
245643,0.445,0.0487,51
175647,0.821,0.349,51
285107,0.666,0.0529,57
181027,0.57,0.115,52
276573,0.525,0.0602,54
242867,0.389,0.39,47
205972,0.856,0.34,52
180167,0.608,0.0272,67
143547,0.814,0.0712,51
190000,0.51,0.258,55
196204,0.571,0.0386,56
260067,0.712,0.0309,52
296107,0.564,0.0655,53
191027,0.784,0.0962,58
301960,0.751,0.395,56
175880,0.579,0.0767,47
244840,0.646,0.21,50
229350,0.538,0.0504,57
227704,0.755,0.299,56
191586,0.574,0.0577,52
183781,0.846,0.0744,50
258173,0.694,0.201,53
332067,0.619,0.11,53
329507,0.621,0.718,55
126694,0.632,0.3,49
211600,0.679,0.0808,54
385573,0.772,0.117,53
179067,0.718,0.199,56
197478,0.508,0.428,53
212320,0.598,0.0425,57
303960,0.52,0.0331,56
276400,0.512,0.0299,51
192893,0.765,0.0407,67
231717,0.813,0.273,53
243493,0.516,0.0303,64
196835,0.691,0.226,60
210507,0.578,0.0507,55
262227,0.503,0.101,50
332133,0.68,0.0546,52
299000,0.863,0.0734,57
213760,0.429,0.0313,50
142635,0.829,0.0928,49
201467,0.55,0.036,52
184839,0.664,0.211,50
230400,0.469,0.0312,49
216752,0.737,0.0271,59
216093,0.607,0.329,50
239852,0.776,0.0495,53
211932,0.666,0.0647,61
200000,0.717,0.0615,50
190171,0.522,0.392,49
275827,0.733,0.039,53
243187,0.581,0.0812,54
189057,0.699,0.111,63
224769,0.592,0.228,50
183741,0.429,0.0327,52
154403,0.728,0.0352,56
192759,0.613,0.0745,51
219840,0.669,0.0679,53
216763,0.474,0.0857,52
203360,0.8,0.0514,58
150693,0.782,0.297,34
251760,0.62,0.212,49
218387,0.307,0.185,49
188986,0.77,0.248,57
205267,0.411,0.11,54
322200,0.781,0.0405,53
200596,0.744,0.163,51
225441,0.695,0.134,50
207568,0.626,0.0384,51
258785,0.849,0.193,58
206534,0.616,0.0628,49
211461,0.757,0.237,51
303373,0.569,0.035,51
155336,0.771,0.271,50
251573,0.304,0.0793,53
188560,0.722,0.191,58
243493,0.408,0.136,55
233115,0.672,0.0579,50
214912,0.568,0.092,51
190427,0.37,0.072,49
213913,0.67,0.433,50
183276,0.46,0.0363,53
269000,0.58,0.664,49
223587,0.443,0.101,56
249507,0.717,0.0284,58
201000,0.791,0.076,53
147054,0.86,0.303,53
229481,0.347,0.363,57
268093,0.595,0.123,50
246720,0.751,0.0872,57
287060,0.718,0.105,49
246067,0.691,0.0407,57
246960,0.651,0.195,51
233973,0.637,0.0356,52
284867,0.726,0.0603,53
197500,0.678,0.126,64
235560,0.383,0.23,53
275581,0.484,0.0997,49
196653,0.562,0.0432,46
323920,0.7,0.0459,53
114766,0.872,0.297,49
216453,0.919,0.0957,51
207520,0.623,0.235,53
207013,0.685,0.117,58
194192,0.621,0.154,49
180000,0.631,0.0506,50
300187,0.668,0.0852,49
168935,0.805,0.184,52
277867,0.825,0.204,55
241587,0.474,0.146,52
257053,0.588,0.0397,60
211875,0.827,0.25,51
226335,0.631,0.0353,52
236053,0.883,0.0799,56
307173,0.505,0.0584,53
237970,0.558,0.0584,49
179867,0.453,0.0324,50
220760,0.591,0.0571,56
335333,0.508,0.348,55
174492,0.602,0.034,50
273324,0.426,0.114,50
178600,0.873,0.417,56
316304,0.647,0.165,55
178760,0.812,0.366,53
221435,0.755,0.261,48
199134,0.488,0.375,53
134373,0.638,0.067,50
202147,0.756,0.0539,60
224387,0.609,0.357,54
225333,0.69,0.101,54
120828,0.399,0.334,58
146760,0.489,0.0342,53
224333,0.85,0.0918,63
199285,0.433,0.156,56
130588,0.511,0.267,52
175610,0.699,0.394,57
256707,0.383,0.265,55
213827,0.527,0.198,53
192004,0.669,0.0617,53
280000,0.681,0.0332,55
231467,0.661,0.129,56
240920,0.559,0.0889,55
106293,0.724,0.134,53
211467,0.868,0.184,58
253960,0.589,0.0271,53
232347,0.746,0.0351,49
235489,0.626,0.109,54
208187,0.735,0.143,57
221548,0.778,0.0656,52
159010,0.774,0.302,55
243333,0.525,0.118,51
256941,0.334,0.0731,52
230280,0.756,0.129,51
226067,0.519,0.0992,53
114733,0.729,0.366,50
206344,0.54,0.0565,56
158747,0.469,0.0682,29
290840,0.606,0.0269,53
160183,0.658,0.437,54
217200,0.899,0.271,57
225552,0.344,0.0806,54
263192,0.673,0.0641,52
241613,0.737,0.261,57
192680,0.673,0.0948,49
189410,0.699,0.253,57
208693,0.756,0.051,57
224440,0.667,0.0632,54
237573,0.439,0.129,51
189613,0.686,0.0356,49
148360,0.902,0.175,58
259760,0.694,0.0447,54
219107,0.646,0.0337,59
215240,0.701,0.0448,51
65787,0.649,0.246,50
237427,0.627,0.04,51
218760,0.638,0.0473,49
337893,0.816,0.0752,49
260040,0.727,0.0333,51
196282,0.761,0.313,53
293987,0.722,0.0481,52
246107,0.641,0.155,50
164027,0.817,0.0447,27
218187,0.695,0.0325,52
199079,0.564,0.028,53
173093,0.593,0.0329,50
195078,0.832,0.0706,49
168189,0.533,0.0394,52
251333,0.724,0.0279,55
260453,0.632,0.035,57
182301,0.693,0.193,54
285037,0.625,0.0655,54
139755,0.499,0.0385,50
240537,0.532,0.0319,54
219759,0.686,0.13,56
239523,0.555,0.0592,52
291707,0.732,0.0514,53
206160,0.542,0.262,56
208320,0.467,0.198,56
214065,0.841,0.0637,59
204800,0.803,0.148,54
235267,0.571,0.0499,59
228640,0.541,0.107,49
193732,0.66,0.378,50
250413,0.62,0.0469,49
86309,0.672,0.18,49
79514,0.783,0.166,55
186200,0.844,0.192,50
206493,0.684,0.0901,52
186000,0.816,0.0359,48
243808,0.435,0.0291,52
190153,0.503,0.232,55
214668,0.663,0.0353,57
200941,0.731,0.253,49
207707,0.727,0.154,58
202116,0.432,0.0364,50
192133,0.562,0.167,48
266280,0.552,0.0473,57
228406,0.73,0.0739,59
204707,0.445,0.0404,58
269173,0.689,0.0326,55
204535,0.651,0.0889,52
226088,0.791,0.147,55
242880,0.749,0.074,54
187010,0.899,0.265,50
212093,0.562,0.0364,53
140507,0.908,0.0648,50
273312,0.634,0.0708,51
229600,0.754,0.0807,54
158773,0.67,0.043,62
208891,0.685,0.0321,54
266000,0.739,0.0378,60
209653,0.643,0.0595,48
266827,0.782,0.0615,55
188893,0.796,0.0435,51
116637,0.546,0.222,50
195240,0.663,0.0487,52
238187,0.755,0.17,52
303572,0.919,0.0689,59
49453,0.318,0.0685,51
188291,0.556,0.0578,56
358627,0.572,0.0448,55
166707,0.726,0.146,61
201759,0.347,0.0487,62
216000,0.479,0.0426,52
260867,0.713,0.0528,50
190843,0.531,0.0576,56
354873,0.494,0.0532,52
215747,0.458,0.0323,51
213554,0.764,0.0396,54
298781,0.824,0.0588,50
193493,0.598,0.054,52
158693,0.51,0.429,17
203763,0.811,0.0538,59
262344,0.577,0.0822,55
260427,0.778,0.0532,59
240773,0.643,0.289,60
197600,0.663,0.12,55
151973,0.718,0.1,12
279693,0.465,0.166,48
266560,0.75,0.209,49
263500,0.4,0.18,48
277037,0.698,0.0531,54
206573,0.616,0.126,66
268973,0.505,0.146,55
172825,0.576,0.0444,51
211409,0.805,0.0892,50
197627,0.734,0.0762,52
226813,0.736,0.0515,53
304700,0.622,0.0719,54
294800,0.617,0.0405,49
167760,0.778,0.201,55
286920,0.742,0.0955,51
182511,0.647,0.201,49
278504,0.597,0.117,50
186187,0.394,0.0346,58
225568,0.623,0.0457,51
219488,0.662,0.118,56
270785,0.432,0.32,59
301896,0.616,0.0332,54
209747,0.621,0.0713,51
172653,0.82,0.246,64
292790,0.332,0.126,48
226693,0.605,0.0425,52
264853,0.698,0.266,48
206320,0.776,0.0702,52
208560,0.748,0.0944,52
260120,0.334,0.0857,50
184320,0.664,0.417,48
257259,0.381,0.229,57
198347,0.779,0.162,61
240653,0.673,0.0795,48
183200,0.616,0.0489,48
233560,0.366,0.061,55
265613,0.55,0.0286,58
275400,0.709,0.0486,57
232661,0.493,0.076,54
277686,0.763,0.126,54
187585,0.717,0.0563,51
100304,0.461,0.0543,48
320833,0.727,0.0512,52
204960,0.638,0.0756,50
292373,0.813,0.0662,49
171116,0.781,0.254,48
413587,0.489,0.177,56
262053,0.88,0.0921,52
193271,0.836,0.241,58
208720,0.853,0.0445,54
315640,0.693,0.0577,51
264774,0.438,0.0625,47
338361,0.414,0.0427,47
199827,0.425,0.0456,45
234253,0.834,0.0626,54
187991,0.598,0.0554,52
199719,0.521,0.0254,60
253107,0.746,0.0439,54
208855,0.758,0.0619,49
172210,0.58,0.0757,51
216560,0.526,0.0548,47
260693,0.659,0.14,54
241627,0.556,0.0307,52
221197,0.565,0.121,53
347667,0.875,0.0686,53
232560,0.667,0.0654,52
232521,0.772,0.0471,50
188293,0.858,0.118,56
213027,0.767,0.117,55
92436,0.529,0.435,48
201247,0.721,0.0811,55
246040,0.526,0.452,53
200000,0.631,0.048,52
270616,0.569,0.133,49
224282,0.704,0.0816,51
52680,0.552,0.183,51
269244,0.468,0.398,49
226097,0.748,0.0708,60
326573,0.688,0.152,61
233707,0.554,0.0415,52
213333,0.685,0.487,55
185893,0.855,0.0332,55
321996,0.744,0.0657,53
337573,0.618,0.398,50
230280,0.758,0.26,54
152985,0.594,0.029,50
318667,0.701,0.133,51
198720,0.677,0.193,54
242160,0.713,0.228,52
153347,0.868,0.301,55
218600,0.83,0.0499,55
174093,0.817,0.0393,54
175000,0.663,0.0511,58
188186,0.709,0.268,51
272718,0.694,0.121,49
235757,0.725,0.0353,56
228280,0.738,0.0392,52
228571,0.474,0.143,53
110415,0.923,0.0723,50
218720,0.489,0.387,47
333250,0.662,0.0678,50
126000,0.68,0.0648,51
203407,0.689,0.0405,56
214622,0.514,0.0517,53
184227,0.671,0.0488,53
332383,0.581,0.0423,58
308333,0.703,0.133,56
254378,0.662,0.0298,46
257680,0.81,0.0599,56
235737,0.851,0.0694,60
203833,0.685,0.0525,51
266654,0.63,0.0581,52
213082,0.697,0.0677,49
209173,0.593,0.134,53
141493,0.683,0.0922,53
254318,0.62,0.0571,54
134760,0.906,0.082,52
175526,0.579,0.544,54
178027,0.68,0.0624,53
230625,0.816,0.158,53
166317,0.96,0.143,50
187889,0.826,0.0659,57
228267,0.597,0.0723,53
232933,0.504,0.0452,58
253029,0.537,0.321,49
182257,0.662,0.0534,52
208613,0.816,0.0969,57
192722,0.566,0.186,52
192389,0.612,0.103,55
120253,0.622,0.108,57
177377,0.628,0.356,52
226895,0.476,0.0446,55
222712,0.706,0.0398,57
282067,0.768,0.185,63
213028,0.711,0.0361,49
201480,0.603,0.258,43
168000,0.801,0.0468,37
217000,0.657,0.0437,51
216546,0.517,0.0302,48
231013,0.601,0.0409,55
188333,0.617,0.0708,52
240416,0.499,0.0393,50
183200,0.591,0.0705,48
289756,0.747,0.0911,52
229773,0.519,0.134,56
191230,0.71,0.0744,53
237013,0.788,0.109,47
192596,0.717,0.138,55
113208,0.626,0.0565,51
200733,0.325,0.0849,54
241853,0.693,0.15,51
381733,0.713,0.0284,51
284347,0.422,0.0354,50
201949,0.701,0.0358,54
206000,0.653,0.0587,56
212347,0.62,0.181,59
230641,0.391,0.0395,68
246560,0.81,0.0503,48
163584,0.479,0.427,50
230632,0.593,0.918,56
242253,0.543,0.0505,49
230334,0.493,0.05,52
219946,0.729,0.0528,62
233040,0.744,0.294,47
229147,0.652,0.0445,52
173440,0.671,0.116,57
216176,0.697,0.125,49
266760,0.725,0.0559,53
192760,0.628,0.0453,51
215333,0.605,0.0527,63
191279,0.457,0.261,55
93198,0.884,0.447,52
216762,0.752,0.471,51
216333,0.506,0.0291,48
230156,0.605,0.0693,51
236383,0.687,0.0373,55
230133,0.692,0.0391,52
170667,0.681,0.0371,54
257427,0.546,0.0537,51
233340,0.324,0.0553,48
156773,0.635,0.04,61
224993,0.621,0.137,51
195533,0.736,0.0812,51
238080,0.626,0.0273,51
326533,0.484,0.364,55
339867,0.486,0.231,57
238000,0.763,0.0391,53
317360,0.621,0.0345,54
241507,0.575,0.0603,57
190981,0.853,0.146,40
119403,0.853,0.264,53
219690,0.757,0.0909,49
179965,0.769,0.11,48
184147,0.584,0.0344,48
219307,0.459,0.0578,51
196427,0.724,0.231,61
185646,0.899,0.28,48
277787,0.479,0.379,54
242360,0.818,0.253,58
192000,0.519,0.132,51
188293,0.9,0.188,40
198600,0.682,0.0727,60
235333,0.735,0.0876,51
201440,0.844,0.118,53
274000,0.532,0.0817,52
268028,0.561,0.0488,60
229744,0.836,0.222,57
246493,0.734,0.195,58
193698,0.631,0.294,51
190013,0.463,0.231,52
164051,0.649,0.045,50
198910,0.735,0.031,54
187837,0.816,0.063,66
197929,0.77,0.0743,19
269027,0.62,0.0417,52
232520,0.676,0.029,51
221280,0.787,0.0641,52
193974,0.643,0.224,54
303333,0.667,0.138,57
245867,0.407,0.0711,47
243533,0.747,0.0649,51
227707,0.507,0.367,53
240127,0.594,0.0788,54
245827,0.799,0.118,52
209093,0.413,0.0806,52
282442,0.683,0.0437,58
262373,0.71,0.0888,53
205268,0.341,0.0989,49
182093,0.801,0.0443,53
227021,0.584,0.0659,56
214960,0.56,0.0879,67
249240,0.589,0.353,56
205813,0.865,0.315,51
251640,0.623,0.039,48
261640,0.746,0.0352,55
272387,0.776,0.121,52
245893,0.687,0.0857,54
333360,0.783,0.306,50
182720,0.445,0.358,48
211023,0.681,0.0531,55
227227,0.671,0.0867,58
201850,0.526,0.115,48
151058,0.662,0.419,49
177827,0.794,0.129,55
193801,0.535,0.0364,54
213447,0.772,0.186,54
174618,0.546,0.0584,51
225720,0.633,0.0379,50
215880,0.673,0.074,64
219717,0.329,0.0698,48
213000,0.705,0.157,50
218656,0.61,0.0374,48
231360,0.831,0.169,51
146526,0.635,0.0465,49
207222,0.714,0.0619,50
199170,0.652,0.209,48
348333,0.746,0.5,57
240462,0.645,0.429,54
190347,0.741,0.0458,56
212173,0.792,0.174,52
208509,0.608,0.195,53
237173,0.858,0.112,49
212533,0.45,0.256,53
156457,0.478,0.0417,51
230484,0.856,0.199,58
232533,0.65,0.0963,52
195200,0.754,0.0786,56
183095,0.736,0.111,51
208721,0.709,0.269,54
178413,0.793,0.136,50
165200,0.907,0.0594,52
147100,0.759,0.0958,51
201953,0.58,0.04,51
362736,0.441,0.191,48
218885,0.584,0.126,51
206080,0.671,0.0652,62
282317,0.526,0.0316,53
218897,0.685,0.063,62
189600,0.771,0.236,47
200213,0.554,0.106,52
86925,0.505,0.435,55
294853,0.668,0.0564,49
177703,0.767,0.0689,57
253794,0.365,0.074,49
195620,0.659,0.47,49
342067,0.567,0.033,50
250479,0.513,0.11,52
549107,0.274,0.0424,47
260489,0.249,0.0408,47
211693,0.706,0.0294,51
211649,0.618,0.0311,58
193293,0.605,0.0812,52
436880,0.433,0.211,47
200000,0.674,0.0388,57
232794,0.348,0.0642,48
240091,0.7,0.244,50
353307,0.524,0.0603,53
192453,0.59,0.0415,45
203259,0.759,0.321,38
210440,0.596,0.353,59
199547,0.506,0.425,54
175150,0.6,0.237,52
152040,0.716,0.155,50
217667,0.704,0.0444,52
214500,0.662,0.38,50
379120,0.925,0.254,51
189440,0.738,0.0371,60
229629,0.764,0.235,57
240192,0.766,0.139,49
226760,0.736,0.0337,52
216120,0.677,0.0522,55
237880,0.676,0.0649,47
261213,0.676,0.347,53
176000,0.75,0.275,50
225973,0.652,0.076,46
175392,0.688,0.362,49
200358,0.799,0.0515,55
229238,0.734,0.0341,60
221636,0.53,0.0332,49
242915,0.526,0.0369,53
279360,0.754,0.0464,53
344320,0.511,0.0443,50
138462,0.765,0.0531,50
274693,0.383,0.042,55
305373,0.464,0.085,59
206000,0.637,0.0293,55
227556,0.607,0.0327,48
305667,0.831,0.0781,47
222760,0.469,0.0403,55
243797,0.52,0.0291,53
229969,0.699,0.138,53
186893,0.583,0.094,53
163616,0.59,0.0858,54
206028,0.8,0.334,38
228693,0.571,0.173,55
197787,0.785,0.043,64
184413,0.71,0.0352,58
206745,0.928,0.0795,51
338408,0.577,0.0401,46
142707,0.812,0.0405,48
309307,0.409,0.0403,56
191640,0.513,0.0716,56
304333,0.815,0.107,60
226567,0.83,0.135,52
264453,0.673,0.174,50
264000,0.782,0.251,49
218358,0.697,0.095,62
282853,0.612,0.0291,53
286400,0.635,0.197,53
197706,0.62,0.175,56
240320,0.335,0.0688,48
249027,0.44,0.363,50
173640,0.69,0.201,52
216607,0.809,0.0446,48
178107,0.805,0.044,51
228533,0.745,0.115,49
160909,0.896,0.357,50
203902,0.717,0.035,50
243159,0.829,0.108,59
297773,0.548,0.0333,51
206667,0.682,0.0474,46
191573,0.673,0.0537,54
203680,0.511,0.118,50
229213,0.642,0.167,57
203000,0.452,0.026,53
183500,0.583,0.0678,49
180013,0.919,0.161,52
231048,0.768,0.112,49
187253,0.727,0.0429,63
220587,0.656,0.0876,45
308560,0.564,0.0345,51
219818,0.789,0.455,51
153143,0.728,0.132,47
198276,0.808,0.0606,48
267973,0.64,0.0479,53
192533,0.715,0.0378,58
278760,0.796,0.0488,57
180187,0.732,0.0729,55
220265,0.72,0.0704,46
180000,0.8,0.0437,48
185000,0.501,0.12,47
244293,0.598,0.241,51
84000,0.793,0.143,50
234893,0.707,0.505,56
251034,0.477,0.0658,47
241347,0.854,0.0493,49
243547,0.743,0.0961,48
180167,0.758,0.0759,55
177237,0.553,0.388,51
244999,0.37,0.0383,57
195933,0.493,0.0933,51
250493,0.698,0.0799,47
279373,0.531,0.215,46
167759,0.696,0.0622,50
231173,0.634,0.0376,56
221280,0.774,0.0459,57
259554,0.461,0.039,45
225920,0.384,0.254,54
200240,0.579,0.076,62
256653,0.79,0.11,60
202507,0.53,0.0286,49
215107,0.554,0.127,57
287933,0.815,0.0458,51
223782,0.479,0.207,49
255799,0.781,0.17,57
547000,0.372,0.0462,47
94224,0.555,0.0413,62
165480,0.642,0.0371,47
169242,0.518,0.451,52
197227,0.551,0.0638,49
198472,0.603,0.118,49
284760,0.616,0.0439,53
198450,0.499,0.117,49
299200,0.741,0.0463,52
222960,0.645,0.172,53
264867,0.638,0.0522,56
247467,0.698,0.0288,59
202710,0.383,0.334,48
239003,0.597,0.0609,55
213907,0.78,0.0656,51
168375,0.433,0.0996,49
168829,0.68,0.305,37
247912,0.409,0.0519,52
292640,0.477,0.0965,52
223773,0.804,0.089,58
154963,0.525,0.344,54
182733,0.619,0.0453,42
237404,0.586,0.0528,48
155267,0.763,0.0877,49
201573,0.656,0.0307,53
165811,0.861,0.374,48
152596,0.437,0.377,51
233498,0.719,0.0695,53
198557,0.658,0.243,36
237853,0.524,0.082,41
245682,0.721,0.396,55
97200,0.873,0.083,49
244807,0.736,0.0927,54
237560,0.628,0.0733,49
249827,0.789,0.292,49
214853,0.815,0.136,53
269860,0.654,0.0337,53
212520,0.483,0.229,55
159150,0.51,0.0565,44
199028,0.697,0.0657,48
242773,0.61,0.135,52
246960,0.573,0.344,51
230800,0.593,0.183,53
88493,0.457,0.0417,57
215373,0.681,0.235,54
225987,0.627,0.0426,49
291449,0.489,0.0464,48
240000,0.612,0.0752,51
187253,0.814,0.0684,56
240507,0.633,0.159,53
200504,0.691,0.174,59
208571,0.664,0.339,55
188093,0.624,0.0858,49
166267,0.676,0.0801,51
264400,0.596,0.089,53
351387,0.394,0.159,45
330404,0.553,0.0981,53
288093,0.688,0.0819,52
155627,0.774,0.148,49
208275,0.561,0.239,48
204150,0.674,0.0513,50
257513,0.649,0.0259,47
182482,0.878,0.263,63
229360,0.946,0.0459,52
179014,0.718,0.225,36
300507,0.348,0.0318,54
227502,0.583,0.0281,49
212688,0.558,0.0442,54
214583,0.718,0.0591,50
270880,0.67,0.225,56
162480,0.463,0.338,54
217253,0.617,0.0441,50
255587,0.576,0.319,53
208427,0.567,0.0818,62
244323,0.581,0.194,46
343570,0.71,0.0568,52
218840,0.444,0.0408,48
221173,0.719,0.0541,52
