duration_ms,danceability,speechiness,popularity
240147,0.572,0.367,51
260453,0.517,0.296,49
280473,0.702,0.267,49
345360,0.738,0.209,48
218549,0.792,0.161,53
183043,0.633,0.202,44
111316,0.616,0.0413,47
148133,0.795,0.256,48
283533,0.656,0.124,48
215867,0.55,0.224,45
252440,0.467,0.232,47
405616,0.369,0.0306,49
229427,0.64,0.152,45
186307,0.601,0.0394,53
329413,0.695,0.0788,50
240104,0.815,0.0787,55
242025,0.495,0.0273,47
231880,0.657,0.057,49
185293,0.563,0.0316,51
237733,0.881,0.0944,50
71497,0.705,0.41,46
214246,0.822,0.0544,55
189640,0.63,0.06,47
244133,0.283,0.0343,44
216440,0.697,0.0587,60
261373,0.662,0.0801,51
192630,0.752,0.0937,51
148240,0.807,0.0362,54
247025,0.739,0.137,50
120690,0.721,0.126,47
213515,0.846,0.13,47
184985,0.824,0.0427,46
213252,0.769,0.0531,54
249626,0.64,0.189,53
174601,0.617,0.101,45
156973,0.701,0.43,48
252987,0.622,0.329,55
124765,0.804,0.315,50
214627,0.418,0.259,48
245293,0.655,0.0348,50
251454,0.595,0.0475,47
220547,0.756,0.0459,55
244707,0.461,0.0335,50
185653,0.452,0.14,46
264015,0.588,0.0844,49
240969,0.509,0.0803,47
176065,0.688,0.282,48
115995,0.539,0.0716,48
272547,0.636,0.0313,45
267400,0.736,0.169,51
205709,0.594,0.144,45
155557,0.658,0.0612,48
277840,0.717,0.113,50
235269,0.577,0.119,54
226861,0.705,0.216,46
211910,0.729,0.0875,49
219373,0.579,0.146,51
152500,0.688,0.35,46
188160,0.534,0.0451,48
259067,0.435,0.0329,50
195840,0.812,0.294,51
228856,0.716,0.0881,50
182414,0.817,0.17,45
339258,0.713,0.0441,56
185244,0.83,0.13,50
184344,0.804,0.0375,49
198905,0.753,0.136,43
249040,0.852,0.0653,55
206093,0.696,0.0306,46
244482,0.661,0.536,50
174232,0.837,0.18,46
213161,0.693,0.102,48
197082,0.796,0.0443,48
250880,0.516,0.0436,46
219187,0.9,0.118,50
208813,0.73,0.073,47
211905,0.824,0.0499,45
204653,0.827,0.0985,52
189851,0.566,0.0295,43
232567,0.809,0.0643,51
205974,0.699,0.139,48
414013,0.376,0.0755,52
321600,0.729,0.031,50
353507,0.713,0.219,44
251013,0.666,0.82,51
232544,0.77,0.0293,54
301560,0.78,0.0479,50
172400,0.826,0.0644,46
224176,0.774,0.0518,50
184960,0.688,0.101,45
249133,0.5,0.0853,46
254021,0.811,0.0446,58
238720,0.622,0.0435,59
316667,0.638,0.0494,48
204680,0.601,0.0935,51
109714,0.802,0.0389,46
240147,0.827,0.202,51
244227,0.714,0.0381,50
227053,0.651,0.0324,47
186800,0.663,0.0287,50
248889,0.524,0.108,48
226198,0.871,0.0846,50
289720,0.375,0.0483,45
181538,0.635,0.142,45
208253,0.7,0.0726,51
224769,0.709,0.0303,50
220491,0.87,0.0905,51
282645,0.681,0.381,51
336507,0.602,0.0511,55
304413,0.621,0.0292,51
221212,0.591,0.0738,44
372640,0.492,0.0273,49
276606,0.386,0.0377,52
252187,0.517,0.0576,51
89072,0.511,0.0362,50
213227,0.607,0.0514,50
202000,0.846,0.0509,50
206769,0.629,0.0674,51
313253,0.587,0.393,45
207648,0.527,0.0437,48
262200,0.764,0.18,53
292893,0.703,0.113,48
194760,0.816,0.0812,71
292040,0.351,0.0491,42
151822,0.571,0.159,46
256320,0.753,0.223,47
200249,0.752,0.0473,48
165827,0.583,0.0471,43
338701,0.331,0.0917,43
236040,0.746,0.368,51
98024,0.505,0.0508,50
199880,0.323,0.0304,44
277960,0.792,0.434,53
271613,0.572,0.0271,50
283701,0.698,0.087,48
252147,0.897,0.346,43
177587,0.614,0.0313,44
230647,0.808,0.0676,48
190609,0.631,0.601,46
324000,0.445,0.0624,44
195944,0.467,0.237,43
318187,0.733,0.0415,47
245480,0.677,0.135,48
273010,0.787,0.114,54
220000,0.763,0.0426,50
267360,0.857,0.239,49
202347,0.706,0.0481,49
200893,0.739,0.0486,55
268427,0.573,0.0344,47
247458,0.47,0.0662,55
141125,0.714,0.027,48
262351,0.636,0.205,46
188903,0.748,0.168,45
200533,0.683,0.0585,47
192405,0.638,0.0417,42
204095,0.606,0.238,44
149106,0.521,0.201,51
354627,0.615,0.0376,52
210107,0.672,0.238,56
196935,0.595,0.0913,61
278912,0.498,0.064,54
236213,0.682,0.0839,48
318320,0.638,0.0368,53
178788,0.613,0.0805,49
233067,0.477,0.13,51
90211,0.497,0.0544,44
193760,0.712,0.0966,48
216907,0.54,0.0366,47
203600,0.739,0.0359,54
233347,0.506,0.155,42
221080,0.76,0.0467,53
224109,0.765,0.0591,43
354400,0.703,0.172,47
235588,0.536,0.0298,48
302487,0.667,0.0364,42
264773,0.482,0.0307,47
231946,0.641,0.042,54
144720,0.786,0.343,44
185440,0.703,0.0554,43
180807,0.853,0.0776,52
311680,0.72,0.06,50
247772,0.621,0.243,44
214040,0.841,0.0675,44
262098,0.303,0.062,49
199733,0.789,0.0338,51
218307,0.405,0.0708,51
360493,0.568,0.0313,47
148098,0.641,0.214,45
267627,0.437,0.0484,44
230893,0.806,0.154,46
205714,0.647,0.0677,49
186573,0.559,0.0297,43
231067,0.608,0.028,56
189660,0.423,0.0722,49
275933,0.792,0.211,49
226484,0.781,0.1,51
255464,0.463,0.0293,57
197584,0.461,0.359,43
263771,0.521,0.0841,56
205714,0.745,0.141,55
240488,0.582,0.0328,36
268224,0.751,0.0823,50
223460,0.658,0.041,45
261227,0.558,0.0529,48
265620,0.583,0.0288,53
193827,0.445,0.0572,50
220162,0.553,0.0424,44
300213,0.505,0.081,51
141173,0.554,0.129,48
156298,0.771,0.0399,51
234024,0.838,0.0431,49
217117,0.469,0.0988,43
188733,0.664,0.0453,43
176893,0.437,0.0345,47
220934,0.605,0.0838,48
163437,0.741,0.423,46
164347,0.731,0.123,46
189340,0.765,0.0411,44
243934,0.519,0.0554,51
226161,0.462,0.0455,51
275400,0.489,0.0338,49
253000,0.633,0.272,48
285093,0.653,0.0351,46
256640,0.735,0.041,54
189080,0.575,0.147,51
170173,0.525,0.256,45
226296,0.852,0.0568,53
254746,0.281,0.204,44
162744,0.79,0.307,45
196493,0.774,0.041,48
302616,0.485,0.0356,50
234901,0.541,0.033,56
329464,0.326,0.0334,47
74478,0.531,0.0304,49
252472,0.692,0.0508,13
248496,0.883,0.228,54
272065,0.68,0.0628,44
259720,0.557,0.0659,44
224183,0.442,0.283,44
238417,0.764,0.0758,44
309200,0.708,0.0543,51
211696,0.737,0.33,44
156190,0.561,0.0406,47
208067,0.62,0.0294,48
250547,0.365,0.259,52
241565,0.675,0.0463,45
220968,0.567,0.295,46
263982,0.651,0.148,47
429679,0.534,0.0774,48
147125,0.614,0.121,48
229573,0.514,0.0324,52
192066,0.841,0.0512,51
203693,0.696,0.0461,43
110655,0.619,0.0703,43
332394,0.549,0.0344,43
210945,0.541,0.051,47
198680,0.467,0.151,46
149693,0.625,0.0416,47
270709,0.449,0.0679,46
264760,0.706,0.0722,50
201267,0.583,0.039,46
206080,0.687,0.0313,49
376373,0.465,0.045,45
323960,0.398,0.0405,48
217232,0.661,0.611,46
156013,0.707,0.167,47
219696,0.564,0.0569,56
169280,0.821,0.751,45
198185,0.638,0.0455,43
202559,0.453,0.0711,46
203077,0.767,0.038,45
233447,0.715,0.148,48
70000,0.504,0.422,44
229254,0.613,0.476,46
255215,0.745,0.0302,53
226887,0.685,0.124,44
213175,0.575,0.0609,43
291547,0.409,0.0623,46
276093,0.566,0.0436,52
218467,0.645,0.136,45
264120,0.736,0.17,54
207133,0.581,0.0337,45
293106,0.765,0.0565,53
256600,0.721,0.0659,56
256200,0.581,0.0528,48
278933,0.756,0.0613,52
245067,0.635,0.0439,45
174806,0.59,0.178,45
185260,0.513,0.0453,45
358000,0.562,0.0761,46
189000,0.641,0.329,47
286880,0.798,0.0734,48
267680,0.561,0.111,49
336347,0.763,0.146,46
225849,0.469,0.0505,47
273809,0.443,0.0391,46
222808,0.656,0.142,42
243978,0.409,0.0452,51
250151,0.405,0.0369,56
251573,0.708,0.131,56
216681,0.682,0.27,45
235213,0.518,0.266,43
142667,0.707,0.0735,46
231189,0.75,0.0726,49
241692,0.3,0.0299,52
182000,0.588,0.0939,45
172411,0.65,0.312,44
255400,0.711,0.0804,50
226720,0.562,0.246,49
187333,0.833,0.138,44
164212,0.765,0.279,53
211429,0.553,0.0448,47
266533,0.541,0.102,49
217000,0.62,0.0367,46
230907,0.54,0.125,53
236307,0.722,0.0323,44
281600,0.45,0.0509,47
273760,0.797,0.0608,50
245667,0.528,0.0759,42
162278,0.869,0.141,51
236733,0.575,0.0328,50
208107,0.745,0.128,54
226467,0.787,0.457,46
217667,0.652,0.102,48
166280,0.821,0.34,43
252520,0.854,0.32,53
267201,0.566,0.0355,56
113761,0.586,0.458,45
188107,0.546,0.275,44
176027,0.744,0.089,49
318806,0.68,0.0411,42
160000,0.77,0.128,48
328624,0.571,0.0323,44
187712,0.759,0.328,52
290293,0.779,0.243,42
173130,0.827,0.0559,52
166408,0.683,0.26,45
217151,0.617,0.0466,42
233840,0.691,0.0653,50
279579,0.564,0.148,55
193187,0.621,0.25,50
230701,0.818,0.293,45
231000,0.708,0.0368,44
213394,0.553,0.0342,52
215751,0.658,0.0463,42
293400,0.675,0.024,51
268387,0.563,0.158,44
235760,0.542,0.0958,49
233749,0.772,0.146,50
246107,0.685,0.0405,49
178320,0.692,0.0478,44
232533,0.71,0.0397,50
244547,0.747,0.0437,49
226380,0.783,0.071,48
200545,0.331,0.0307,44
261213,0.606,0.0343,45
281523,0.528,0.0795,43
214752,0.775,0.0813,46
262960,0.69,0.0354,50
306067,0.629,0.093,46
247619,0.799,0.105,45
208164,0.6,0.042,44
206250,0.625,0.0416,49
129748,0.724,0.0343,42
236253,0.41,0.0591,44
171960,0.625,0.0948,43
219339,0.619,0.316,52
278640,0.76,0.0354,50
193933,0.882,0.223,51
187001,0.803,0.0753,50
192013,0.664,0.339,44
208067,0.507,0.0255,48
212000,0.663,0.252,47
198893,0.713,0.238,45
221560,0.678,0.0694,42
211182,0.72,0.0888,43
208733,0.591,0.0644,54
239973,0.39,0.0521,53
366693,0.815,0.11,49
190933,0.601,0.0504,47
202958,0.827,0.143,53
166250,0.887,0.0673,45
168400,0.609,0.142,44
167227,0.896,0.117,54
236613,0.63,0.029,54
206315,0.698,0.0709,43
235729,0.701,0.0346,59
151187,0.784,0.236,43
170835,0.869,0.441,46
236438,0.467,0.0506,46
205093,0.541,0.0369,50
237654,0.717,0.0626,42
232667,0.728,0.0301,54
183240,0.708,0.0763,50
315293,0.808,0.142,54
255021,0.791,0.0997,49
243360,0.72,0.0907,56
283306,0.692,0.0416,53
205436,0.441,0.0863,45
263090,0.892,0.072,56
185400,0.803,0.051,44
242173,0.416,0.0787,56
322693,0.506,0.0381,51
217267,0.695,0.102,49
233010,0.471,0.572,50
218280,0.509,0.0721,52
285080,0.734,0.056,53
289400,0.864,0.147,52
198387,0.825,0.0396,45
202500,0.405,0.143,47
200976,0.719,0.256,43
164980,0.747,0.454,53
204267,0.714,0.111,56
181734,0.603,0.0504,45
309667,0.537,0.0947,46
418867,0.549,0.036,46
198396,0.602,0.052,42
254240,0.745,0.138,44
230163,0.725,0.0428,45
257067,0.874,0.317,58
214230,0.615,0.0601,49
219093,0.776,0.0436,50
208000,0.335,0.0961,46
235385,0.752,0.106,47
207000,0.449,0.0577,48
202606,0.723,0.0917,46
247213,0.739,0.0725,49
209619,0.635,0.0394,43
227880,0.764,0.0466,47
253720,0.946,0.045,43
211000,0.746,0.118,48
287557,0.533,0.324,51
253330,0.808,0.059,47
277307,0.689,0.0376,48
220369,0.722,0.25,51
229773,0.504,0.284,57
225933,0.7,0.128,47
197507,0.825,0.0862,43
215762,0.71,0.274,43
272693,0.422,0.0453,48
167941,0.581,0.0519,43
191027,0.605,0.0394,58
212080,0.498,0.201,51
241733,0.789,0.0955,44
249950,0.828,0.175,46
267560,0.804,0.0503,48
168522,0.776,0.0876,52
195341,0.544,0.0447,42
178853,0.758,0.211,43
242267,0.696,0.252,50
212166,0.511,0.231,45
277667,0.606,0.149,49
240053,0.591,0.188,55
215000,0.637,0.0785,46
240701,0.603,0.0472,50
211647,0.497,0.215,44
201600,0.463,0.0381,47
277362,0.629,0.0469,45
234707,0.744,0.0722,44
171598,0.717,0.156,43
265320,0.754,0.292,44
212585,0.348,0.029,48
216347,0.673,0.0478,42
285827,0.863,0.0932,44
214500,0.618,0.0451,46
256827,0.596,0.0421,46
289240,0.625,0.0364,50
230507,0.749,0.0332,49
236027,0.432,0.0583,49
189714,0.917,0.298,44
242165,0.318,0.106,43
184200,0.729,0.0418,51
254480,0.817,0.238,47
179728,0.743,0.0463,47
164510,0.615,0.227,43
222937,0.697,0.039,45
275071,0.428,0.0496,50
253920,0.655,0.142,53
227029,0.687,0.314,49
239658,0.292,0.0394,41
241025,0.506,0.282,56
213560,0.666,0.231,50
167600,0.806,0.0448,47
107773,0.74,0.266,59
244921,0.576,0.0706,42
224640,0.712,0.13,45
250399,0.681,0.0397,56
232787,0.384,0.193,49
155341,0.912,0.285,48
236747,0.681,0.0355,44
220018,0.817,0.0717,54
242357,0.588,0.043,53
196695,0.61,0.378,47
154749,0.436,0.159,52
68470,0.754,0.764,48
206144,0.482,0.0809,52
242044,0.835,0.132,50
175575,0.428,0.051,44
213040,0.351,0.0477,44
250309,0.567,0.0945,49
216175,0.864,0.0506,46
243493,0.548,0.0268,47
169480,0.656,0.22,50
215508,0.837,0.0486,48
216467,0.575,0.388,46
336533,0.65,0.0377,48
299132,0.855,0.0642,52
217467,0.56,0.0458,49
276333,0.68,0.199,50
157827,0.87,0.0761,45
262440,0.761,0.0531,50
285387,0.676,0.0297,47
407267,0.793,0.181,43
247275,0.46,0.0336,46
240606,0.794,0.104,52
260107,0.762,0.0403,48
157379,0.5,0.394,47
306933,0.742,0.0456,49
153913,0.824,0.234,48
235791,0.849,0.0766,47
188114,0.653,0.129,47
227667,0.94,0.155,49
317133,0.646,0.051,47
256427,0.417,0.0493,49
237501,0.606,0.34,45
340800,0.45,0.0846,51
283480,0.484,0.0891,43
257027,0.645,0.0579,45
222480,0.628,0.112,50
188109,0.738,0.274,48
164267,0.694,0.123,45
189361,0.814,0.105,48
271267,0.775,0.0345,48
207680,0.638,0.302,43
245287,0.784,0.0349,49
133561,0.447,0.0643,46
249573,0.712,0.149,45
197347,0.648,0.0556,53
283507,0.701,0.0435,46
180387,0.663,0.287,45
195000,0.547,0.211,47
222752,0.79,0.224,47
289533,0.546,0.128,44
254293,0.782,0.169,45
237560,0.718,0.183,45
199456,0.552,0.0524,40
191933,0.577,0.054,47
155627,0.851,0.0837,48
344493,0.729,0.0821,50
256000,0.847,0.203,53
291547,0.469,0.0505,54
265187,0.718,0.0466,52
224040,0.843,0.254,48
180071,0.491,0.134,43
293704,0.73,0.0509,49
203240,0.496,0.0462,43
250173,0.811,0.0718,51
213144,0.44,0.249,42
203324,0.525,0.0495,49
208636,0.683,0.0434,53
241773,0.794,0.138,51
242725,0.388,0.0328,43
230000,0.461,0.0726,51
202360,0.502,0.0917,51
225200,0.578,0.0696,56
194493,0.573,0.146,54
376079,0.83,0.0451,44
388031,0.83,0.038,48
157640,0.396,0.0357,43
222067,0.564,0.0503,45
229250,0.586,0.27,46
116705,0.502,0.166,45
186000,0.637,0.058,50
198840,0.642,0.344,53
227827,0.715,0.0444,41
248933,0.736,0.0367,49
222253,0.91,0.403,48
197701,0.675,0.0301,49
206367,0.677,0.401,44
196289,0.469,0.318,43
197387,0.743,0.0554,49
286893,0.655,0.129,50
172174,0.72,0.0875,48
298173,0.764,0.0418,48
177560,0.793,0.038,42
288827,0.641,0.031,49
197560,0.655,0.0319,46
248933,0.622,0.236,47
298200,0.447,0.225,46
217493,0.596,0.0622,45
244480,0.426,0.0476,49
235093,0.591,0.169,48
232560,0.458,0.0599,49
167053,0.876,0.217,49
227160,0.572,0.0391,41
208000,0.489,0.0581,49
238750,0.582,0.041,53
205666,0.612,0.0532,48
260339,0.739,0.0639,51
326773,0.508,0.0502,44
187907,0.52,0.141,58
168750,0.761,0.147,50
247714,0.618,0.065,50
267578,0.844,0.153,43
120000,0.438,0.166,56
221835,0.663,0.0564,51
205973,0.693,0.0288,50
208280,0.489,0.03,50
160922,0.463,0.407,44
41878,0.277,0.165,48
204040,0.575,0.319,46
238360,0.477,0.082,49
238093,0.626,0.0409,53
226080,0.851,0.0675,42
206039,0.783,0.176,52
187242,0.697,0.039,44
364120,0.445,0.0819,48
172699,0.73,0.0861,51
220348,0.749,0.37,51
224027,0.787,0.0652,44
226413,0.582,0.169,50
172333,0.776,0.182,46
378733,0.693,0.0369,50
169773,0.848,0.0507,50
280880,0.728,0.171,57
230432,0.734,0.0314,54
97881,0.838,0.0513,44
241677,0.405,0.0891,49
243093,0.631,0.0484,43
226920,0.677,0.221,46
188044,0.619,0.0458,44
258725,0.372,0.194,50
263644,0.674,0.117,51
240173,0.676,0.0404,44
196766,0.717,0.0756,52
328509,0.452,0.103,41
243235,0.538,0.0455,47
259872,0.35,0.0408,44
231573,0.829,0.294,53
198893,0.73,0.323,49
277590,0.562,0.103,45
241867,0.604,0.0422,44
150893,0.708,0.0557,48
182712,0.725,0.197,49
221453,0.848,0.0935,50
275891,0.833,0.0564,49
229827,0.693,0.0553,51
337920,0.383,0.0839,42
279747,0.644,0.0291,51
218467,0.682,0.0454,48
283360,0.779,0.0578,44
165920,0.613,0.0441,43
171390,0.577,0.0513,44
276038,0.512,0.0437,47
211481,0.907,0.218,49
232067,0.645,0.0363,52
287249,0.898,0.519,51
256867,0.874,0.252,53
237560,0.69,0.0351,48
181224,0.693,0.182,51
221547,0.784,0.128,46
203209,0.553,0.0561,44
203525,0.859,0.0489,44
263227,0.629,0.0522,51
278000,0.443,0.044,50
248600,0.751,0.197,47
207173,0.664,0.262,43
211470,0.774,0.119,51
203960,0.725,0.0629,51
380413,0.548,0.103,49
202693,0.497,0.0323,44
240533,0.691,0.113,48
154433,0.655,0.109,58
249920,0.571,0.0713,47
221947,0.87,0.0478,48
207981,0.581,0.416,45
162481,0.716,0.0488,52
217818,0.732,0.0365,50
267827,0.395,0.215,46
194993,0.77,0.166,42
228320,0.748,0.0407,51
191897,0.674,0.0501,45
292878,0.555,0.0402,48
220000,0.717,0.0676,45
224040,0.917,0.143,44
133198,0.805,0.267,50
244453,0.77,0.0354,45
177540,0.919,0.087,45
291107,0.709,0.0341,50
286800,0.511,0.219,48
243449,0.692,0.132,56
269400,0.563,0.0366,52
416000,0.711,0.0291,50
318507,0.721,0.141,43
277211,0.623,0.229,44
163938,0.534,0.062,47
246909,0.874,0.0582,47
191900,0.51,0.0401,51
183806,0.886,0.0744,48
173285,0.704,0.0704,42
204107,0.758,0.31,45
235397,0.61,0.103,50
315933,0.67,0.0645,48
211800,0.491,0.24,52
229592,0.754,0.0623,49
130547,0.744,0.401,52
247133,0.834,0.191,50
173827,0.37,0.158,47
238154,0.848,0.0534,45
185200,0.666,0.0741,44
117600,0.802,0.188,50
190061,0.936,0.393,44
231189,0.703,0.0496,45
203077,0.615,0.0339,49
201440,0.651,0.054,49
166373,0.682,0.133,43
234185,0.476,0.029,45
246640,0.307,0.0552,48
238089,0.847,0.0812,53
298854,0.427,0.142,42
268453,0.642,0.0438,48
150053,0.6,0.056,47
280000,0.69,0.052,48
240453,0.765,0.08,50
258800,0.793,0.108,47
215589,0.601,0.546,45
189945,0.581,0.154,42
293267,0.693,0.0248,48
215707,0.53,0.0526,57
240467,0.74,0.261,50
247090,0.649,0.295,44
252367,0.699,0.232,50
206814,0.469,0.278,43
210445,0.641,0.164,47
265467,0.57,0.0312,51
241280,0.332,0.0719,44
201427,0.69,0.058,45
190000,0.821,0.109,50
254251,0.609,0.152,43
122667,0.876,0.202,42
269067,0.682,0.0799,50
176294,0.68,0.0418,42
165378,0.892,0.134,56
352280,0.661,0.258,49
286493,0.329,0.0353,45
604973,0.411,0.0565,46
290413,0.813,0.108,43
224507,0.728,0.0547,42
132193,0.643,0.274,47
199041,0.872,0.188,45
189893,0.604,0.0753,44
223096,0.606,0.0298,55
174920,0.617,0.265,52
565503,0.834,0.0607,54
178428,0.63,0.0858,45
267160,0.489,0.0926,50
283880,0.71,0.0326,53
283093,0.701,0.0311,46
233293,0.542,0.0614,47
155473,0.548,0.147,45
188172,0.675,0.0551,63
177604,0.587,0.239,46
229027,0.766,0.289,46
255467,0.74,0.0443,43
187440,0.622,0.0357,45
203627,0.436,0.086,47
177267,0.64,0.0311,43
160521,0.943,0.162,44
263520,0.615,0.031,46
187376,0.72,0.0728,43
265733,0.679,0.0294,61
242838,0.564,0.0443,51
248280,0.458,0.0372,42
407867,0.512,0.03,48
168919,0.649,0.137,51
269973,0.797,0.0439,48
197333,0.574,0.0548,45
186648,0.885,0.242,47
186203,0.568,0.081,46
278093,0.351,0.185,44
193846,0.383,0.0752,49
223467,0.617,0.0672,49
200001,0.393,0.0857,46
138999,0.297,0.0456,48
245626,0.637,0.0743,49
214154,0.695,0.0321,46
227640,0.659,0.0468,42
132067,0.646,0.0886,44
201982,0.638,0.0311,44
200756,0.671,0.0427,48
204533,0.759,0.245,51
279720,0.689,0.222,48
203453,0.548,0.0531,44
259096,0.734,0.0268,52
180787,0.468,0.301,51
195000,0.873,0.267,47
157113,0.513,0.445,44
285267,0.706,0.0424,50
165818,0.721,0.0482,43
186694,0.746,0.0512,53
278311,0.67,0.0323,54
297653,0.584,0.139,43
213840,0.76,0.0652,56
272247,0.626,0.0639,48
220965,0.617,0.0583,46
335400,0.712,0.0295,47
203933,0.618,0.142,50
331133,0.7,0.236,53
141440,0.471,0.0679,47
245457,0.709,0.0669,41
210681,0.682,0.238,59
304013,0.484,0.0336,58
145920,0.396,0.0536,48
239231,0.348,0.152,48
182480,0.566,0.0347,44
273453,0.695,0.0508,43
205595,0.763,0.0429,44
207947,0.678,0.304,56
66680,0.516,0.0307,42
230464,0.595,0.306,53
242560,0.821,0.0837,54
218813,0.469,0.0968,51
193200,0.608,0.193,48
199040,0.621,0.363,44
307133,0.715,0.0277,47
191093,0.727,0.318,52
200110,0.363,0.0663,49
200488,0.663,0.0602,49
203560,0.846,0.0623,48
201907,0.828,0.0461,52
245806,0.396,0.0303,45
184033,0.616,0.298,43
339013,0.72,0.245,48
191000,0.622,0.0542,49
259067,0.662,0.34,45
243692,0.817,0.101,45
251760,0.712,0.0297,48
128497,0.606,0.0305,51
199053,0.792,0.0671,57
230000,0.788,0.0555,50
261467,0.635,0.0601,45
193861,0.767,0.0759,43
247144,0.835,0.125,45
253494,0.545,0.34,43
191760,0.78,0.269,45
347000,0.431,0.0254,42
268080,0.771,0.0648,48
134113,0.706,0.278,46
189714,0.567,0.0307,43
312067,0.678,0.0317,0
178200,0.608,0.029,44
211794,0.456,0.0366,43
234684,0.815,0.127,44
183347,0.611,0.106,49
231014,0.798,0.159,43
193720,0.674,0.192,45
216889,0.684,0.0428,44
242651,0.5,0.0369,49
149253,0.545,0.0781,43
209240,0.895,0.076,44
306307,0.419,0.167,50
256180,0.541,0.205,49
256947,0.627,0.0967,46
196960,0.308,0.0874,44
118075,0.788,0.346,49
185000,0.779,0.109,43
296467,0.686,0.387,59
226173,0.718,0.0429,45
241032,0.335,0.0353,42
200347,0.502,0.13,50
144032,0.879,0.0702,46
166693,0.78,0.296,48
189600,0.917,0.0477,61
393120,0.564,0.214,50
194464,0.853,0.148,47
220627,0.464,0.0323,42
217440,0.789,0.0559,48
248573,0.394,0.202,50
286293,0.652,0.0329,48
234033,0.505,0.0403,44
211442,0.488,0.12,51
1240500,0.624,0.218,50
212716,0.622,0.0335,49
207042,0.341,0.0311,48
229952,0.713,0.0579,43
152991,0.8,0.0593,46
184874,0.409,0.0339,48
185204,0.744,0.287,51
294400,0.764,0.1,49
207065,0.427,0.202,45
232440,0.563,0.0316,43
205058,0.472,0.1,48
207835,0.623,0.0816,49
346300,0.702,0.0401,48
220413,0.763,0.0837,48
132801,0.642,0.375,44
233173,0.63,0.0281,46
198857,0.711,0.0609,47
205996,0.575,0.0416,49
241532,0.695,0.226,44
341707,0.768,0.314,42
237627,0.746,0.0458,47
283173,0.411,0.0404,47
186945,0.628,0.0905,52
192099,0.681,0.0442,59
294166,0.655,0.0993,42
244356,0.625,0.038,51
231000,0.751,0.0458,44
204541,0.426,0.0304,50
152427,0.763,0.28,44
202200,0.776,0.197,52
166164,0.847,0.433,54
278465,0.739,0.0492,44
225791,0.839,0.178,42
247867,0.646,0.0689,51
328840,0.566,0.152,48
197440,0.457,0.0386,50
214800,0.354,0.12,42
291118,0.608,0.0403,44
257507,0.708,0.0427,45
323933,0.616,0.131,46
268987,0.392,0.0861,46
252960,0.691,0.146,43
268467,0.708,0.0399,44
198373,0.881,0.139,51
201867,0.567,0.365,50
227013,0.83,0.1,50
201363,0.645,0.0482,46
331933,0.435,0.044,49
355333,0.796,0.22,48
247053,0.864,0.039,45
172269,0.773,0.181,46
312533,0.677,0.0305,53
204613,0.404,0.0335,45
201587,0.514,0.0406,46
221152,0.727,0.0814,51
205400,0.779,0.0388,48
223141,0.568,0.0287,49
139152,0.476,0.0553,47
214143,0.608,0.0955,44
248738,0.762,0.0503,47
176129,0.402,0.0357,42
251211,0.441,0.0366,49
158897,0.6,0.108,47
249187,0.618,0.0367,43
243886,0.378,0.0304,44
194293,0.955,0.181,47
192892,0.373,0.238,47
199000,0.369,0.0567,50
207027,0.609,0.121,43
238023,0.611,0.0337,52
224549,0.735,0.0316,41
177796,0.556,0.0748,53
245178,0.322,0.0298,44
241888,0.369,0.148,45
85957,0.789,0.0971,46
216393,0.658,0.03,43
313371,0.258,0.0831,44
127835,0.572,0.124,46
198560,0.658,0.0546,44
99321,0.594,0.327,44
171529,0.553,0.317,47
245055,0.702,0.323,49
192853,0.434,0.0402,45
191307,0.757,0.259,66
216840,0.524,0.0318,45
186973,0.643,0.155,55
299627,0.558,0.04,48
145600,0.779,0.0814,44
251965,0.375,0.0448,52
205013,0.827,0.0366,51
236653,0.77,0.0347,47
242740,0.821,0.209,44
186358,0.559,0.052,49
203773,0.691,0.0386,43
181641,0.708,0.0411,46
199030,0.771,0.211,49
203477,0.556,0.419,43
325960,0.791,0.0474,47
130000,0.562,0.0609,44
175529,0.785,0.0573,47
292246,0.503,0.223,45
180520,0.431,0.0366,53
206120,0.433,0.0399,44
291850,0.498,0.766,44
206733,0.426,0.404,43
209813,0.585,0.0367,47
246973,0.775,0.0604,44
199200,0.588,0.308,49
237133,0.549,0.199,47
221133,0.625,0.0571,50
204585,0.423,0.129,42
215053,0.762,0.0926,49
174507,0.785,0.0935,53
257200,0.683,0.0366,54
309747,0.872,0.0934,51
172400,0.747,0.439,35
208000,0.344,0.0334,43
176628,0.684,0.449,44
199415,0.595,0.0374,42
123468,0.636,0.183,46
181013,0.737,0.0505,38
208000,0.755,0.0319,55
199480,0.777,0.12,51
155760,0.56,0.0598,42
208520,0.514,0.109,48
269053,0.616,0.0358,40
229807,0.802,0.101,48
191392,0.79,0.048,50
224195,0.312,0.0402,42
228400,0.346,0.195,44
219406,0.691,0.0984,46
228437,0.772,0.057,47
222827,0.704,0.0459,46
303543,0.748,0.0398,47
406733,0.494,0.153,48
199480,0.473,0.0315,59
286653,0.544,0.0388,46
200187,0.759,0.115,43
199458,0.368,0.0392,50
232949,0.545,0.374,48
277159,0.839,0.0995,44
268779,0.638,0.0509,49
222033,0.83,0.065,49
223640,0.626,0.0329,43
155638,0.493,0.286,45
155467,0.722,0.0441,49
227867,0.337,0.0325,40
274213,0.462,0.264,46
248158,0.609,0.178,52
289493,0.669,0.0423,46
